label,description
allergy,"I always feel exhausted, have bad taste, and have an extremely scratchy throat. I also have muscular pain and heat. My entire body simply cramps up occasionally.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have been losing my appetite, and I also have trouble swallowing. My nose has been running, and I have a sore throat.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I am always worn out and experiencing a tingle in my throat. I have also started to have dry skin. My eyes occasionally swell up.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I feel queasy, nauseous, and dizzy. I have a swelling throat and am having breathing issues. I occasionally have chest discomfort and nausea at night.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My skin is red and scratchy. These can occasionally flake. My cheeks and lips swell, which is really annoying. I occasionally have headaches and runny eyes because to the puffing.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I frequently sneeze, and my nose runs. I constantly cough, and my eyes are sore and watery. My head hurts all the time.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have a sore throat and frequently sneeze. Sometimes the skin around my eyes and my lips swells. I just cant stop sneezing once I get going.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have respiratory issues and experience breathlessness. My face and torso are swollen, my eyes are itching, and I have a dry, hacking cough.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. Additionally, I have lost my senses of taste and smell.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I constantly feel worn out.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I always feel worn out, have unpleasant taste in my mouth, and have a really itchy throat. My muscles are also hot and hurting. Sometimes my whole body just cramps up.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"Along with losing my appetite, I have been having swallowing issues. I have a sore throat, and my nose has been running.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I always feel exhausted and have a tickle in my throat. My skin has also started to feel dry. I occasionally get ocular swelling.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I am dizzy, nauseated, and shaky. I am having trouble breathing since my throat is swollen. On occasion, throughout the night, my chest hurts and I feel sick.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My skin is irritated and inflamed. Sometimes, they can flake. My lips and cheeks expand, and it is really unpleasant. Because of the puffing, I occasionally have headaches and wet eyes.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My nose runs and I sneeze a lot. My eyes are wet and hurt, and I cough all the time. My head aches constantly.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I sneeze a lot and have a sore throat. My lips and the skin surrounding my eyes will occasionally swell. Once I start, I just cant stop sneezing.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have breathing problems and become out of breath easily. My eyes ache, I have a dry, hacking cough, and my face and body are bloated.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort during the night. I have also lost my ability to smell and taste.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I get wheezing and breathing difficulties, which are asthma symptoms. I frequently have headaches and fever. I am continuously exhausted.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I always feel exhausted, have a bad taste in my mouth, and my throat itches a lot. Also heated and painful are my muscles. My entire body can cramp up at times.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have been losing my appetite and having trouble swallowing. My nose has been running, and I have a sore throat.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I always get a tickle in my throat and feel fatigued. My skin has begun to feel dry as well. I have ocular edema on occasion.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I feel queasy, sick, and wobbly. My throat is enlarged and making it difficult for me to breathe. My chest occasionally pains all through the night, and I occasionally feel ill.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My skin is swollen and itchy. They may occasionally flake. It hurts a lot when my cheeks and lips swell. I occasionally get headaches and watery eyes from the puffing.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I sneeze a lot and my nose is running. My eyes ache and are damp, and I frequently croak. My head hurts all the time.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have trouble breathing and easily get out of breath. My face and torso are swollen, my eyes hurt, and I have a dry, hacking cough.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. I have also lost my senses of taste and smell.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I am always worn out.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I frequently have exhaustion, a terrible taste in my mouth, and throat itchiness. My muscles are also burning and uncomfortable. Sometimes I have cramps all throughout my body.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My appetite has decreased, and I have been having swallowing issues. I have a sore throat, and my nose has been running.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My throat always tickles, and I am worn out. Additionally, my skin has started to feel dry. Ocular inflammation occasionally affects me.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"I am nauseous, ill, and shaky. I have a huge throat, which makes it tough for me to breathe. I occasionally have nighttime chest aches and occasional sickness.  Symptoms  runny nose, sneezing, cough, headache, itching."
allergy,"My skin is itching and swollen. Sometimes, they could flake. My lips and cheeks swelling aches a lot. The puffing occasionally gives me headaches and runny eyes.  Symptoms  runny nose, sneezing, cough, headache, itching."
gastroesophageal reflux disease,"I often get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour or bitter taste in my mouth and I get nauseos beacuse of this. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have frequent belching and burping. I have chest pain that often radiates to the back of my neck, jaw and arm. I get a feeling of tightness and pressure on my chest. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have a persistent sour taste in my mouth, even when I haven't eaten anything acidic. I get frequent hiccups and a feeling of lump in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have a chronic bad breath and a sour taste in my mouth, It sometimes gets difficult to swallow food because of this tingling sensation in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I get frequent heartburn and indigestion, especially eating spicy foods or fatty foods. I get chest pain that gets worse when I lie down or bend over. I also often have chest pain. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have a loss of appetite and difficulty swallowing. I often have this persistent feeling of fullness, even after eating small meals. I usually throw up and get heartburn and a tingling sensation in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I feel uneasiness after eating and usually vomit whatever I have eaten. I always have this pain in my abdomen and have really bad acid reflux.  Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"My throat frequently feels like it is burning, especially after eating. Additionally, I occasionally get a sour or bitter aftertaste, which causes me to feel queasy. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have indigestion and heartburn. I frequently vomit everything I eat, and I have trouble swallowing food because it gets caught in my throat. My upper abdomen is bothering me. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Even when I dont have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have hiccups and a lump in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I always have foul breath and a sour taste in my mouth, and occasionally, the tingling in my throat makes it difficult to swallow meals. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I dont feel like eating, and swallowing is challenging. Even after eating little meals, I frequently get this lingering sense of fullness. Typically, I have heartburn, nausea, and tingling in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I often wake up with a sore throat or a scratchy voice. My throat hurts constantly, and I also have poor breath. I also frequently burp. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I feel as though acid or food is backing up into my throat. My chest hurts, and lying down makes it worse. After eating, I frequently have heartburn or indigestion and throw up. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"After eating, I get queasy and frequently throw up everything I have eaten. I always get severe abdominal ache and have terrible acid reflux. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Especially after eating, my throat regularly feels like it is burning. I also occasionally get a bitter or sour aftertaste, which makes me feel sick. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have heartburn and indigestion. I regularly vomit everything I eat, and food gets stuck in my throat, making it difficult for me to swallow. I have a pain in my upper abdomen. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Belching and burping are common in me. I often get chest pain that radiates to the back of my neck, my jaw, and my arm. In my chest, there is pressure and stress. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I get a sour taste in my mouth all the time, even when there is nothing acidic in my stomach. I often get the hiccups and have a lump in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I periodically find it challenging to swallow food due to the tingling in my throat, bad breath, and bad taste in my mouth. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease," regularly have indigestion and heartburn, especially after eating spicy or fatty foods. My chest pain is worse when I hunch over or lie down. Additionally, my chest hurts a lot. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I am not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"My throat feels as though food or acid is backing up. Lying down only makes my chest pain more. I regularly have heartburn or indigestion after eating and puke up. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I often feel sick after eating and puke up the entire meal. I constantly get excruciating acid reflux and severe stomach pain. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"My throat often feels like it is burning, especially after eating. A bitter or sour aftertaste that I occasionally experience also makes me feel unwell. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have indigestion and heartburn. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Even when I dont have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I routinely experience heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lean forward or lie down, my chest discomfort becomes worse. My chest hurts a lot as well. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I dont feel like eating, and swallowing is challenging. Even after little meals, I frequently get this lingering sensation of fullness. My normal symptoms include nausea, heartburn, and tingling in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I regularly wake up with a scratchy voice or a sore throat. My throat is constantly irritated, and I have horrible breath. I frequently throw up. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"It feels like food or acid is backing up in my throat. My chest discomfort only becomes worse while I am lying down. After eating, I frequently have heartburn or indigestion and throw up. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"After eating, I frequently feel unwell and throw up the entire meal. I suffer from painful acid reflux and excruciating stomach discomfort all the time. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Especially after eating, my throat frequently feels scorching. I occasionally get a bitter or sour aftertaste that makes me feel sick. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I am experiencing pain in my upper abdomen. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I always get a sour taste in my mouth, even when I dont have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I occasionally have trouble swallowing food because of the tingling in my throat, terrible breath, and bad taste in my mouth. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I frequently have indigestion and heartburn, especially after eating spicy or fatty foods. My chest hurts when I lean forward or while I am lying down. Additionally, my chest hurts a lot. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I regularly feel sick after eating and puke up the entire meal. I constantly get horrible acid reflux agony and stomach discomfort. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"My throat often feels like  it is on fire, especially after eating. I occasionally get an aftertaste that is sour or bitter and makes me feel nauseous. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"Even when I dont have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups. Symptoms  nausea, indigestion, vomiting, burning throat."
gastroesophageal reflux disease,"I am not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling. Symptoms  nausea, indigestion, vomiting, burning throat."
drug reaction,"I have a metallic taste in my mouth, and also have a sense of change of taste and smell. Sometimes get very unbearable joint pain and muscle pain. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have fever and feel very dizzy and lightheaded. My heart is beating very fast and I feel very confused. I am not able to think very clearing and everything feels very foggy. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have a metallic taste in my mouth, and also have a sense of change of taste and smell. Sometimes get very unbearable joint pain and muscle pain. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I feel very nauseous and have chest pain. Recently I have been experiencing chest pain. I feel very uneasy and often sweat profusely. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have itching all over my body, and rashes in my chest and back. I get flaky skin from time to time and often this leaves marks on my body. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have hair loss and there is a significant change in the texture of my hair. I have  dry and itchy sclap and increased dandruff. My skin is also getting very dry. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I am experiencing a decrease in my sex drive and difficulty to fucntion sexually. I feel very light headed and confused and often experince brain fog. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I am experiencing changes in my menstrual cycle and unexpected vaginal discharge. I often get mood swings and feel agitated from time to time. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have experinenced significant weight gain and become very obese. I have changes in my appetite and cravings for different foods. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have difficulty in maintianing concentration and very low mental clarity. I often forget things and in general have difficulty remembering things. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"In addition to experiencing a change in taste and fragrance, I also have a metallic aftertaste in my tongue. occasionally get excruciating joint and muscular pain. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I suffer migraines and headaches, and I have been having trouble falling asleep. My muscles have been trembling and twitching. I sometimes feel dizzy. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I am feeling really lightheaded and dizzy when I have a temperature. My mind is completely muddled, and my heart is racing. I find it difficult to think clearly, and everything seems quite hazy. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My skin occasionally peels off the rashes that I have. This makes me more vulnerable to infections. My hands begin to shake, and occasionally I have tremors. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have severe nausea and chest discomfort. I have been having chest discomfort lately. I often shiver a lot and feel really nervous. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have rashes in my chest and back and itch all over my body. I occasionally have flaky skin, which frequently creates markings on my body. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My hair  texture has significantly changed, and I am experiencing hair loss. My scalp is dry and itching, and my dandruff is becoming worse. My skin is also becoming really dry. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My sex desire has decreased, and I am finding it harder to function sexually. I regularly have brain fog and feel quite dizzy and disoriented. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My monthly cycle has changed, and I have had an unexpected vaginal discharge. I frequently experience mood swings and experience occasional agitation. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have gained a lot of weight and am now quite fat. My appetite varies, and I have desires for various things. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I struggle to maintain focus, and my mental clarity is really poor. I have trouble remembering things and frequently forget stuff. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My tongue also has a metallic aftertaste in addition to a change in taste and scent. occasionally get acute muscle and joint ache. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have headaches and migraines, and I have been having difficulties sleeping. My entire body has been shaking and twitching. Sometimes I become lightheaded. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"When I have a fever, I feel quite woozy and lightheaded. My heart is pounding, and my head is absolutely foggy. My ability to think properly is impaired, and everything appears to be somewhat blurry. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My rashes occasionally cause my skin to peel off. I am more susceptible to illnesses as a result. I start to tremble sometimes, and my hands start to shake. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"Both chest pain and extreme nausea are present. Recently, my chest has been hurting. I frequently shiver a lot and am really anxious. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My body itches all over, and I have rashes on my back and chest. My skin can be flaky on sometimes, which commonly results in body marks. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I am losing hair, and my hair  texture has considerably altered. My dandruff is becoming worse, and my dry, itchy scalp. My skin is getting quite dry as well. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My desire for sex has dropped, and I am having trouble having sex. I frequently get brain fog, as well as feeling somewhat bewildered. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have noticed a difference in my monthly cycle and an unexpected vaginal discharge. I become irritable every now and again, and my moods swing a lot. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have put on a lot of weight and am now very obese. I have different urges and different appetites. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have terrible mental clarity and find it difficult to stay focused. I regularly forget things and have problems remembering things. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"Along with a change in taste and smell, my tongue also has a metallic aftertaste. occasionally get severe joint and muscular pain. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I suffer migraines and headaches, and I have been having trouble falling asleep. My whole body has been trembling and shivering. At times, I have dizziness. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I am quite queasy and dizzy when I have a temperature. My brain is completely cloudy, and my heart is racing. I am having trouble thinking straight, and everything seems a little fuzzy. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"Sometimes my skin starts to flake off from my rashes. I am more prone to becoming sick as a result. On occasion, my hands begin to quiver and I begin to tremble. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"There is severe nausea and chest discomfort. My chest has been aching lately. I am really nervous and shiver a lot of the time. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have rashes on my back and chest, and my entire body itches. My skin may be dry and flaky at times, which frequently leaves body marks. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I am shedding hair, and the texture of my hair has changed significantly. My dry, itchy scalp and dandruff are becoming worse. My skin is also becoming pretty dry. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I no longer want to have sex, and  it is difficult for me to do so. I regularly have brain fog and a sense of confusion. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My monthly cycle has changed, and I have had an unexpected vaginal discharge. I occasionally lose my temper, and my moods change a lot. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have gained a lot of weight and am currently quite fat. I have many inclinations and cravings. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have awful mental clarity and have trouble focusing. I frequently forget things and struggle with memory. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My tongue also changes in taste and scent, leaving a metallic aftertaste. can have excruciating joint and muscle pain. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"I have headaches and migraines, and I have been having difficulties sleeping. I have been shaking and shivering all over. Sometimes I become lightheaded. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"When I have a temperature, I feel pretty nauseous and lightheaded. My heart is pounding, and my mind is absolutely foggy. Everything feels a little hazy to me, and I am having difficulties thinking clearly. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My rashes occasionally cause my skin to start to fall off. I am more likely to get ill as a result. My hands occasionally start to tremble, and I start to shake. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"Chest pain and severe nausea are present. Recently, my chest has been hurting. I tremble a lot and am quite anxious. Symptoms  muscle pain, metalic taste, headache."
drug reaction,"My entire body itches, and I have rashes on my back and chest. Sometimes my skin might be dry and flaky, which often results in body stains. Symptoms  muscle pain, metalic taste, headache."
peptic ulcer disease,"I have a burning sensation in my upper abdomen, ofetn between or at night. I have heartburn and indigestion and often feel very nauseous. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have bloating and a feeling of uneasiness. I have been experiencing weight loss and a loss of appetite. Sometimes I have dark and tarry stools and blood in my vomit. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have been having bloody stools which has resulted in bloos loss and loss of iron. Thiis has caused me anemia and I feel very weak in general. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have persistant, gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal of uneasiness. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have changes in my bowel movements, such as constipation and diarrhea. I have a loss of appetite and energy and often feel very fatigued. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have difficulty sleeping due to abdominal pain or discomfort. I have a loss of appetite and feel fatigued after going to the bathroom. I feel very tited all the time. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have a sour acidic taste in my mouth. I have frequent belching and burping. I have a feeling of pressure or fullness in my upper abdomen that last for a few hours. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have unintended weight loss and difficulty gaining weight. I have pain and discomfort that is relieved by taking antacids. My mouth tastes very bad. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Occasionally throughout the day or at night, I have burning in my upper abdomen. I get indigestion, heartburn, and frequent bouts of extreme nausea. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Bloating and unease are both present in me. I have been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have trouble swallowing, and I frequently feel like food is getting stuck in my throat. I feel bloated and belch constantly. I always get a sour taste in my mouth. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My hunger and appetite are persistent and ravenous. Periodically, my stomach may cramp and spasm. After eating, I have bloating and gas, which makes me quite uncomfortable. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have stomach ache, and bending over or lying down just makes it worse. When I consume certain meals, such as spicy or acidic cuisine, I have discomfort. This sometimes causes me to have loose stools. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have trouble falling or staying asleep because of stomach ache. After using the restroom, I feel drained and lose my appetite. I constantly feel really anxious. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I feel bloated and uneasy at the same time. I have been losing weight, and I no longer like eating. I occasionally get bloody vomit and dark, tarry stools. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"I have lost a lot of stuff because of my bloody stools, including iron and bloos. Because of this, I now have anaemia and usually feel fairly weak. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My appetite and chronic hunger are both ferocious. My stomach may occasionally ache and spasm. I have gas and bloating after eating, which is really painful. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"My bowel movements have become constipated and diarrheal. I often feel quite tired and lack both energy and appetite. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Bending down or reclining down only makes my stomach feel more. I have pain after eating some foods, such as hot or acidic food. I occasionally get loose stools as a result of this. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"Due to a stomach discomfort, I have problems sleeping or staying asleep. I am exhausted after using the bathroom and lose my appetite. I am quite nervous all the time. Symptoms  indigestion, nausea, weight loss, bloating."
peptic ulcer disease,"A sour, acidic taste is all over my mouth. Belching and burping are common in me. I have pressure or fullness in my upper abdomen for a few hours. Symptoms  indigestion, nausea, weight loss, bloating."
